#Table1
ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,color_gr,color_ug
309.6094979174,35.9616550119363,14.4304,14.88557,15.09146,15.36077,12.9142,-0.2058897,-0.4551716
315.070254848078,6.91612130699606,14.26606,13.04375,12.6865,12.60596,12.61507,0.3572483,1.222309
315.070331668629,16.5623912593892,16.58075,13.8873,12.88615,12.52307,12.31783,1.001145,2.693452
315.070369090818,0.174039223245345,15.70828,14.38667,13.95005,15.45953,13.77399,0.4366274,1.321604
315.070375373499,0.174030239275141,15.67667,14.37764,13.94886,13.81636,13.7787,0.4287853,1.299031
315.070383005676,0.174027970251769,15.70359,14.36241,13.94801,13.81382,13.77446,0.4144058,1.341179
315.07038704732,0.174036243529307,15.72014,14.37433,13.92846,13.81972,13.821,0.445879,1.345804
170.675004471553,77.5047761865582,14.94787,13.64092,12.63552,13.81549,13.02439,1.005393,1.306955
301.945686805367,9.54082147842588,15.00344,13.85266,13.46826,13.30486,13.26271,0.3844061,1.150778
301.94581167953,-10.4670049640982,14.28723,12.87034,12.29162,12.07042,11.98269,0.578721,1.416893
150.24192935508,21.3946710542195,16.1236,13.77497,12.93335,12.65911,12.5126,0.8416233,2.348623
150.241968893531,21.3946651312429,16.04663,13.80092,12.93459,12.65657,12.53963,0.8663235,2.245719
320.973544717075,10.8976375292455,16.89885,14.69369,13.86937,13.60082,13.46011,0.8243198,2.205155
320.973557338188,52.5922234470878,14.01014,12.74281,12.27374,16.00003,11.97048,0.4690733,1.267329
44.9717021535877,34.512605888475,15.60883,14.10838,12.68097,12.34768,12.16393,1.42741,1.500452
44.9717251851768,36.8868480021485,15.8318,14.6124,14.27092,14.15501,14.13173,0.3414803,1.219404
126.361737127446,48.7345963914181,17.13517,14.58619,13.55412,13.17982,13.01007,1.032075,2.548976
126.361755036435,-1.75182986188914,15.40125,14.11047,13.67111,13.51578,13.50277,0.4393568,1.290783
126.361828541898,19.5305487519735,16.31921,14.84668,14.30686,14.09845,14.09097,0.5398178,1.472538
126.361843318354,19.530535596871,16.31071,14.85384,14.31219,14.17199,14.12011,0.5416498,1.456868
126.361847869035,19.530535448767,16.27989,14.83306,14.32631,14.16882,14.08671,0.5067453,1.446827
29.9975049971955,18.6698804390152,15.23381,13.78732,13.24236,13.05687,12.99211,0.5449696,1.446484
29.9976539317084,21.0063298072695,16.35793,14.66846,14.01561,13.82953,13.69442,0.6528521,1.689465
29.7527273226422,-13.3461612800046,15.84791,13.92533,13.21656,12.93757,12.83401,0.7087717,1.922582
29.7527682895758,25.1447241732263,15.94786,14.86504,14.42863,14.24779,14.15452,0.4364071,1.08282
29.7527728484536,-14.1428809036188,16.31964,14.74287,14.22056,14.06816,14.02841,0.5223055,1.576772
29.7527911887609,25.144723080629,15.91979,14.90116,14.45422,14.24127,14.17198,0.4469385,1.018633
29.7528040479847,-14.1429011962474,16.32744,14.75741,14.25015,14.10018,14.03368,0.5072584,1.570031
257.256883687098,35.9585082436323,14.62919,13.49063,13.17532,13.87206,13.17242,0.3153057,1.13856
257.256886568101,35.9585200577108,14.67128,13.46126,13.17681,13.09104,13.15336,0.2844467,1.210024
257.25688755479,13.1056624082347,12.42837,11.27405,11.06103,11.00634,11.07807,0.2130146,1.154325
115.833995991492,33.0604086328475,15.82701,14.66333,14.31562,14.18171,14.16596,0.3477097,1.163688
115.833998540072,33.0603968224608,15.82596,14.668,14.31956,14.18705,14.15433,0.3484421,1.157959
115.833999574794,-0.74866451013854,15.85175,14.53911,14.1111,16.60921,13.76499,0.4280052,1.312648
115.834003708607,33.0604156535483,15.81086,14.66664,14.30329,14.19619,14.17349,0.3633471,1.144225
115.834007677486,-0.748643868325192,15.83455,14.51407,14.01495,13.84753,13.74868,0.4991245,1.320482
115.834008703288,33.0604087585881,15.85178,14.65444,14.30252,14.18866,14.1892,0.3519163,1.197342
278.386414659086,19.7821417967046,15.65693,14.42549,14.07423,13.92805,13.89343,0.3512678,1.231433
23.6694341941457,33.2432868983813,15.38803,13.63296,12.99679,12.79205,12.66859,0.6361732,1.755071
85.1588752339625,0.115897817739035,15.08894,13.88405,13.46019,16.13789,13.1721,0.4238586,1.204889
85.1588771301525,0.115915225924446,15.10044,13.85745,13.39246,13.28883,13.17415,0.4649897,1.242991
85.1588848994174,0.115927633709222,15.06263,13.88074,13.4124,16.52486,13.13027,0.4683428,1.18189
85.1589059624992,19.7133625777272,17.47841,14.94002,13.78857,14.47053,12.9473,1.151447,2.538391
85.1589205276699,0.115940027690131,15.11581,13.86414,13.64178,16.2092,13.16271,0.2223644,1.251669
85.1589472385902,0.168106812544678,15.23067,13.8365,13.3136,13.13077,13.03743,0.5228968,1.394172
85.1589527521981,0.16809233102742,15.18389,14.84105,13.31482,14.58189,13.06378,1.526231,0.3428354
85.1589572687365,0.168108967499719,15.19337,14.82953,13.3201,13.12757,13.03239,1.509437,0.3638353
85.1589573127468,0.168100095306601,15.20506,13.82803,13.30445,13.61692,13.04826,0.5235882,1.377021
85.1589599680128,0.168108285196552,15.19875,14.96481,13.31831,13.12556,13.0278,1.646495,0.2339411
85.158972127565,0.168116113105215,15.19824,13.90507,13.31725,13.12041,13.01587,0.5878134,1.293177
85.1589735708071,0.168106750552635,15.20193,13.84338,13.61329,16.76506,13.0506,0.230093,1.358541
85.1591132174019,44.7424540941099,16.04472,14.39252,13.7509,13.3829,13.21849,0.6416216,1.652197
85.1591296386172,20.6443591346844,15.44364,14.01032,13.41889,13.20681,13.08564,0.5914297,1.433325
85.1591318674062,20.6443617413257,15.44674,13.97954,13.4174,13.21705,13.10618,0.5621452,1.467197
85.1591442971864,64.1167128782725,18.36557,14.62851,13.11151,16.24617,12.57453,1.516996,3.737061
340.419901352601,3.18395067076932,16.35372,14.89885,14.3673,14.04167,14.0653,0.5315561,1.454868
340.419936051251,31.7572584600501,15.76199,13.35921,12.37252,12.03371,11.86693,0.9866838,2.402787
340.419947280532,31.7572596701718,15.75896,13.30714,12.38523,12.05115,11.87954,0.9219093,2.451819
340.419956297376,31.7572592483424,15.77304,13.30516,13.76413,12.03721,11.84387,-0.4589634,2.467878
36.5900247845777,75.7892897912519,17.72483,14.98408,13.59191,12.82,12.33926,1.392165,2.740755
36.5900593181616,21.2274383521151,14.36908,12.10166,10.86122,10.41199,10.32666,1.240438,2.267419
36.5900783101641,21.2274379266942,14.35329,11.93255,10.86412,10.44707,10.33708,1.068432,2.420734
36.5900796120065,21.2274481133937,14.37677,12.13909,10.84701,10.40464,10.39236,1.292076,2.237687
192.191570776481,0.822311392479159,15.52569,14.28027,13.74925,13.60454,13.51661,0.5310221,1.245423
192.191628759927,-3.12450831170964,14.55713,12.84728,12.20294,11.98643,11.90556,0.6443424,1.709846
192.191634821948,0.822355219733608,15.48755,14.2212,13.70666,13.54881,13.49367,0.5145378,1.266344
192.191645761447,58.1079152122267,16.28944,14.98708,14.2859,14.3756,14.28091,0.7011747,1.302359
192.191666654517,-3.12445101082575,14.50546,12.99226,12.21451,11.98847,11.90477,0.777751,1.513205
192.191711939061,7.36452266590718,14.67781,12.78761,11.13598,11.57638,8.037663,1.651633,1.890192
192.191740312502,-12.4473236362182,16.47906,14.6548,14.0348,13.7273,13.61054,0.619997,1.824264
140.583298665164,42.2786351973735,15.96735,14.66685,14.23032,14.09576,14.07157,0.4365368,1.300497
230.34526035349,59.8587053404462,15.25321,14.05789,13.45782,13.24561,13.1697,0.6000719,1.195311
230.345308881393,2.94312815691186,17.62337,14.91446,13.59801,12.82656,12.44614,1.316441,2.70892
230.345336552535,2.94313492234436,17.56911,14.9109,13.51095,12.85336,12.43877,1.399952,2.658211
315.079011232357,6.32495286030551,12.91868,11.74142,11.47232,11.40428,12.43427,0.2691002,1.17726
126.152016221071,-4.21888969614114,15.77217,14.64746,14.34926,14.25186,14.25331,0.2981958,1.124711
126.15204396697,12.5171223343069,16.38073,14.94134,14.46562,14.31588,14.27745,0.4757204,1.439392
126.152046877034,12.5171205641355,16.36381,14.95433,14.46557,14.31553,14.24503,0.48876,1.409478
126.152055280966,12.5171100318451,16.37373,14.97194,14.4849,14.31374,14.27382,0.4870358,1.401793
126.152098168174,14.8415535381212,13.10707,11.89079,11.60882,11.51647,11.48701,0.2819643,1.21629
126.152101341057,14.8415520757421,13.17988,11.94526,11.60928,11.5126,11.52076,0.3359833,1.234619
353.713198661431,35.49920420573,11.76838,10.59809,10.37126,10.29414,11.38888,0.2268257,1.170289
353.713313089204,-10.6900408331686,15.81842,13.75685,14.08207,12.79072,12.65968,-0.3252125,2.061564
211.826311403093,12.9824591639613,15.18057,13.78925,13.32786,14.05551,13.13056,0.4613905,1.391319
211.826515712377,-1.6079932212943,12.76562,11.54483,11.02727,12.70565,11.94064,0.5175591,1.220793
115.310409423931,44.4659723721463,15.03555,14.92355,14.4756,16.69997,13.72354,0.4479513,0.1119976
115.310424012655,-12.1101774043711,14.01068,12.85114,12.51929,12.43217,12.4105,0.3318481,1.159538
115.310441481165,0.867618307736453,15.93283,14.10841,13.41706,14.49292,13.01825,0.6913452,1.824421
115.310455087513,-12.1101705457045,13.98952,12.79593,12.52685,12.46697,12.43462,0.2690744,1.193596
115.310470527025,-11.7423210063797,16.3649,13.41818,13.74514,14.08554,11.39541,-0.3269606,2.946718
115.310500303244,-11.7109278319772,15.73831,14.51974,14.16245,14.09893,14.08868,0.3572931,1.218565
115.310516916625,-11.7109285251483,15.74953,14.532,14.19978,14.10375,14.09468,0.332221,1.217526
8.20628958659665,25.4416605287102,15.11311,13.9758,13.63405,13.48297,13.48947,0.3417463,1.137318
8.20631549145594,25.4416635201402,15.09926,13.99788,13.60575,13.5226,13.47166,0.3921289,1.10138
8.20640299101296,24.9914755608716,15.12891,13.671,13.12343,15.79383,12.90368,0.5475702,1.457902
8.20640934580189,24.9914927184225,15.17601,13.673,13.51889,12.9636,12.91847,0.154109,1.503007
170.524701989333,5.7063224917504,12.20694,10.91909,10.49974,10.37274,10.95789,0.419342,1.287851
29.4618271950532,-0.164893523624704,14.22555,11.55667,10.55389,10.16792,10.25417,1.002776,2.668885
29.4618290250398,67.2987174297695,15.50759,13.74802,13.02927,12.80189,12.67349,0.7187529,1.759568
29.4618451037442,-0.164914273225899,14.22756,11.56746,10.56261,10.1802,10.28567,1.004857,2.660097
29.4618528199824,-0.164927206156773,14.24977,11.559,10.55872,10.17511,10.16885,1.000283,2.690765
29.4618605019728,-0.164935060948289,14.24065,11.56177,10.56444,10.17657,10.21706,0.9973307,2.678886
29.4618630429854,-0.164930019364986,14.16367,11.55498,10.5622,10.17094,10.17783,0.9927816,2.60869
29.4618651132902,-0.164916153655774,14.27876,11.57202,10.56816,10.18604,10.16181,1.003861,2.706739
29.4618658662026,-0.164928149457694,14.21813,11.56202,10.55632,10.17023,10.20254,1.005701,2.656107
29.4618674005586,-0.16493318137637,14.29694,11.56846,10.64259,10.18423,10.21019,0.9258718,2.72848
29.4618674343064,-0.164906639342749,14.2586,11.56108,10.56299,10.17368,10.25833,0.9980822,2.697528
29.4618680784124,-0.16493768819375,14.24679,11.57819,10.62622,10.18924,10.23102,0.9519711,2.6686
29.4618694744599,-0.164925936032425,14.17252,11.56462,10.56024,10.1737,10.20153,1.004383,2.607906
29.4618698793328,-0.164921157697776,14.23401,11.55859,10.55243,10.16893,10.26845,1.006162,2.675416
29.4618730802923,-0.16492255455917,14.2266,11.56555,10.56002,10.17716,10.29018,1.005534,2.661051
29.461873434097,-0.1649290126751,14.21215,11.55715,10.55905,10.17029,10.13114,0.9980984,2.655006
29.461874554826,-0.164937673016644,14.21804,11.55409,10.55404,10.16902,10.22314,1.000053,2.663955
29.4618747265449,-0.164913762008305,14.23405,11.55699,10.55437,10.16796,10.24167,1.002612,2.677065
29.4618754518943,-0.164934991111243,14.23147,11.5508,10.5501,10.16541,10.19654,1.000698,2.680665
29.4618758004052,-0.164921464834246,14.14422,11.56194,10.55917,10.16973,10.16059,1.002764,2.582285
29.4618758481843,-0.16492137270766,14.1867,11.54443,10.54547,10.16269,10.23273,0.9989634,2.642264
29.461876700763,-0.164939978082878,14.18921,11.55366,10.55136,10.17054,10.1413,1.002296,2.635547
29.4618767527105,-0.164927195450104,14.2222,11.55119,10.55445,10.16465,10.26596,0.9967489,2.671004
29.4618789029131,-0.164922138888945,14.27101,11.56433,10.56284,10.17197,10.2361,1.001484,2.706681
29.4618795962139,-0.164933593057107,14.24594,11.56181,10.55446,10.16815,10.22641,1.007358,2.684122
29.4618801226585,-0.164906297326779,14.20717,11.57064,10.56048,10.1795,10.48714,1.01016,2.636533
29.4618825325215,-0.164933265175286,14.2052,11.54913,10.54691,10.16303,10.25153,1.002213,2.65607
29.4618848390964,-0.164928516111223,14.24558,11.5703,10.56403,10.17545,10.31919,1.006273,2.675279
29.4618851167211,-0.164936787080401,14.23613,11.56226,10.55883,10.1749,10.29431,1.00343,2.673873
29.4619003591088,-0.164941864888462,14.18445,11.46636,10.5715,10.15248,10.15185,0.8948622,2.718088
29.4619134850114,30.2115683773845,15.19754,13.76529,13.24186,13.07601,12.99729,0.523427,1.432258
320.690457902804,17.4681397447332,15.77953,14.50477,14.07952,13.88434,13.83027,0.4252548,1.274759
353.579560912175,13.1540049304843,15.48759,14.24039,13.75524,13.5748,13.51898,0.4851446,1.247204
353.579562631568,13.1540120704574,15.46347,14.211,13.84079,13.57618,13.506,0.3702116,1.252469
353.579566087519,21.3041569069718,14.01948,12.72519,12.39095,12.31358,12.27737,0.3342371,1.294291
300.583913716847,8.41621675689025,17.1441,14.86197,13.96262,13.67695,13.49835,0.8993492,2.282126
300.58409156191,11.2137388379927,16.58238,14.8526,14.14435,14.57511,13.63706,0.7082462,1.729786
29.327815648929,-4.02599093884707,13.38695,12.19329,11.79506,11.6984,12.81635,0.3982325,1.193664
29.3278943710917,21.1646725752191,15.28778,13.62354,12.99277,12.8007,12.72922,0.6307659,1.664246
29.3279339704324,-3.15558190493673,15.37841,13.66304,13.09034,13.64948,12.80278,0.5726995,1.715374
159.539145646971,50.6083850439527,12.62726,11.43117,11.42792,11.46264,12.51957,0.003252029,1.19609
159.539326238663,16.9428461590103,14.78959,13.8044,12.98682,12.84758,12.79373,0.8175774,0.9851961
83.9763536384934,2.5093475392526,14.86002,13.53676,13.72319,12.87788,12.82298,-0.18643,1.323262
83.9763575038824,2.50936231665002,14.83777,13.52215,13.04033,12.87398,12.8293,0.481822,1.315613
314.926425955417,0.829335468421336,16.02485,14.59395,14.06533,13.88061,13.7897,0.5286131,1.430902
314.926427776892,0.829302419078153,16.06278,14.60014,14.05261,16.40887,13.76802,0.5475302,1.462637
314.926429704906,0.829316803912065,16.03197,14.58812,14.46385,13.88675,13.79547,0.1242666,1.443846
314.926430359901,0.829322191341551,16.03791,14.63641,15.08886,13.86582,13.78389,-0.4524479,1.401503
314.926431463031,0.829327495230522,16.06423,14.5953,14.0496,13.87968,13.81326,0.5457001,1.468928
314.926435095424,0.829317847012569,15.99687,14.6199,13.13492,13.91659,13.76166,1.484983,1.376974
314.926435178579,0.829324254364263,16.00638,14.60568,14.09961,13.87376,13.77876,0.506074,1.400695
314.926436101571,4.65826056684369,16.91698,14.55204,13.60395,13.26754,13.02677,0.9480944,2.364944
314.9264383819,0.829420541522029,16.0349,14.60976,13.02015,13.88658,13.78391,1.589615,1.425139
314.926480675012,0.829403535850198,16.01513,14.58399,14.24243,13.87239,13.76852,0.3415689,1.431132
314.926506917184,-16.9032914865961,15.33525,13.78042,13.13119,12.93287,12.81972,0.6492329,1.554827
347.109286099686,-8.23887091794084,16.10389,14.37365,13.73198,13.52779,13.42589,0.641674,1.730238
84.3413207155269,62.3196848023942,12.83471,11.38669,10.90895,10.7763,11.2743,0.4777308,1.448025
84.3414725160682,-4.94251869809566,14.41184,13.0415,12.40036,12.13939,12.03391,0.64114,1.370337
300.985965927897,-11.4025837042158,16.75007,14.91761,14.31491,16.50674,13.80828,0.6026936,1.832458
300.986050782361,16.5755483628112,16.43049,14.64125,14.15539,13.99294,13.90069,0.4858599,1.789245
309.613721934496,27.5288962935731,17.30106,14.27406,13.99492,15.17103,12.01559,0.2791414,3.026998
309.613746106426,7.47286366587341,15.91937,14.5955,14.12313,13.96113,13.91191,0.4723654,1.323874
309.613754590514,1.19692256490241,15.3299,14.28037,12.73495,12.54034,12.46649,1.545418,1.049527
309.613759491575,41.8428408295573,15.71431,12.85919,11.54584,10.99818,10.82721,1.31335,2.855126
309.613759672837,1.19693308326549,15.32178,13.3708,12.73524,12.54044,12.45382,0.63556,1.950984
309.613763499384,1.19693488613761,15.31127,13.36759,12.74065,12.54436,12.45602,0.6269464,1.943678
309.613764952734,1.19693136039578,15.31425,13.40256,12.73287,12.55551,12.46252,0.6696892,1.911688
309.613769439213,1.19692235520793,15.32055,14.0208,12.73692,12.54195,12.47275,1.283876,1.299758
309.613770356367,1.19693219431928,15.30884,14.30904,12.7356,12.54037,12.48182,1.573438,0.9998083
309.613771539682,1.19692623176171,15.2964,13.4294,12.74205,12.55013,12.45906,0.6873484,1.867007
170.689684479061,58.7424821008225,14.94744,13.93831,13.65656,13.54592,13.5558,0.2817545,1.00913
170.689685907135,58.7424796068193,15.07852,13.94188,13.62951,13.52559,13.5434,0.3123779,1.13663
170.689699034681,58.7424697448452,15.04259,13.99088,13.7231,13.52184,13.51144,0.2677803,1.051706
170.689724594495,10.0268080832617,15.29804,13.9009,13.30367,13.13871,13.0797,0.597229,1.397144
182.006165513194,9.14969142062382,15.73902,14.39576,13.88914,13.77262,13.69408,0.5066147,1.343263
182.006334127115,12.6065539546284,13.09525,13.53933,11.57449,11.46633,11.41227,1.964838,-0.4440784
182.006355381181,12.6065557422127,13.15607,11.94401,11.57494,11.4598,11.4458,0.3690672,1.212062
264.327024432824,59.5236028897842,13.47855,12.50269,12.0912,12.01197,12.02334,0.4114885,0.9758596
264.327132640217,53.1478876261562,14.38651,13.20173,12.71738,12.57743,12.55291,0.4843493,1.184784
264.327152941569,6.19340609568342,16.75463,14.81142,14.03454,13.77214,13.63003,0.7768841,1.943206
264.327154326723,3.53539727550668,17.8681,14.90097,13.59063,13.19286,12.91198,1.310345,2.967122
264.327165814551,3.53539333585433,17.89696,14.93511,13.63692,14.08825,12.87566,1.298191,2.961845
264.327175401681,24.543487512167,16.09544,13.98705,13.08941,12.8077,12.704,0.8976336,2.108396
264.327199631801,24.5434985804037,15.96027,13.92883,13.77643,12.81241,12.69877,0.1523972,2.03144
264.327201799777,21.5110787090764,17.24918,14.97614,14.09878,13.80179,13.5785,0.8773613,2.273042
264.327217080098,3.98699551440506,16.35678,14.89873,14.29472,14.00932,13.89547,0.6040058,1.458054
264.32722010377,3.98701142855588,16.38693,14.89289,14.1893,14.00198,13.90976,0.7035856,1.494041
264.327234807188,-1.12989515127119,16.71707,14.54098,13.59086,14.61535,12.94649,0.9501209,2.176094
140.774311142463,65.0606594310691,12.95062,12.07049,11.53859,11.44304,11.4614,0.5318966,0.8801346
140.774382829629,29.9109860336856,12.63684,11.48402,11.31997,11.27463,12.62492,0.1640549,1.152821
140.774385621969,28.6867739924011,15.09645,14.0982,13.74982,13.72813,13.6938,0.3483801,0.9982424
140.774431476927,29.9110157364906,12.6242,11.66547,11.3358,11.27247,11.31012,0.329669,0.9587259
140.774455667801,30.9609169115836,16.19297,14.65379,14.10121,13.97527,13.81032,0.5525799,1.539178
140.774458185778,20.079419793418,15.75681,13.36612,12.3362,11.95869,11.78715,1.029919,2.390683
140.774482192617,30.96089518582,16.25605,14.6904,14.10784,13.88457,13.81262,0.5825644,1.565642
238.17817164457,36.5492371399597,16.13856,14.85766,15.14872,14.23267,14.1592,-0.2910614,1.280901
238.178188962782,1.96182664994315,14.77614,12.8405,11.93558,11.63518,11.46886,0.9049187,1.935642
353.95826147838,32.0310744802482,13.33615,12.18014,11.77542,11.64598,11.71956,0.4047194,1.156008
257.62549922989,45.4438960253406,15.49846,14.20673,13.78454,13.74122,13.64699,0.4221964,1.29173
257.62552476422,38.2416810950667,17.55258,14.98432,13.67113,13.20251,12.79557,1.313194,2.56826
257.62554393142,38.2416885635766,17.59282,14.94931,13.68381,13.10073,12.79483,1.265497,2.643513
257.625560896697,-1.61888383760596,15.94466,14.221,13.5089,15.55027,12.97426,0.7120934,1.723667
257.62556864048,-1.61887921355451,15.82553,14.17194,13.35623,14.68002,13.01808,0.815711,1.653591
141.141009350391,11.8412656838419,13.14306,12.12866,11.95225,11.99092,12.0712,0.1764154,1.014397
141.141009702424,11.84128754409,13.18926,12.21626,11.96365,11.99126,12.04142,0.2526131,0.9730024
141.141040794945,27.3105540150416,14.36435,13.07536,12.65,12.53311,12.50453,0.4253607,1.288997
141.141064707198,0.989503983683585,15.97742,14.87632,14.53585,14.41938,14.38377,0.3404732,1.101096
141.14106821331,0.989526362570791,15.98814,14.89399,14.53008,14.41529,14.39889,0.3639078,1.09415
141.141126227657,1.29693518714913,14.94575,13.83119,13.57816,13.45667,13.45437,0.2530336,1.114564
141.141128753687,1.29693557748546,14.91789,13.80918,13.84677,13.43128,13.44906,-0.0375948,1.108707
192.721826929207,-1.04198669294518,13.60636,11.72798,10.77867,10.52321,11.62086,0.9493141,1.878374
192.721864934095,-1.04198788232144,13.55972,11.7121,10.77518,10.4987,10.53585,0.9369144,1.847629
192.721879021714,-1.04199984141724,13.62035,11.71144,10.77355,10.49567,11.57095,0.9378929,1.908906
192.721903620635,4.20207052390617,14.64095,14.83221,13.2708,13.24139,13.13399,1.561416,-0.191267
192.721904299633,-2.66628782843512,14.79147,13.29428,12.28675,12.02258,11.88675,1.007534,1.497187
192.721928289135,4.20206355332287,14.66697,13.59576,13.20078,13.12744,13.1326,0.3949852,1.071212
251.508622769026,29.6484372018408,15.47812,13.77942,13.0954,14.41213,12.78862,0.6840286,1.698701
251.508627520789,29.648439017664,15.47281,14.66904,13.10201,12.89901,12.77706,1.567035,0.8037663
327.290666026097,15.3133623646299,14.29588,11.9952,11.20133,10.89608,10.83139,0.793869,2.300679
315.644493443417,8.6909374088918,15.82003,13.94423,13.24982,13.03679,12.91709,0.6944084,1.875807
315.644515258095,-7.22798601491292,16.67867,14.87778,14.23443,14.48952,13.68215,0.6433449,1.800892
315.644559136021,-16.1385472837694,16.3191,14.85743,14.23688,14.00764,13.91445,0.6205454,1.461671
315.644578594004,21.9919933674182,13.33746,12.16998,11.71198,11.58109,11.53347,0.4580011,1.167486
309.887119473125,37.7908888307023,17.68059,14.61041,13.08072,14.41335,11.92301,1.529694,3.070178
309.887160410856,8.92325209157264,16.37327,14.83505,14.28284,14.06563,13.97521,0.5522118,1.538218
264.707570402792,19.0417589263753,14.78052,13.45425,12.86589,12.70697,12.66066,0.5883646,1.326263
264.707574255711,65.1941489015502,16.238,14.59437,13.94125,13.70707,13.5972,0.6531191,1.643627
264.707592154099,57.2064514219064,13.10051,13.50253,13.90561,11.38575,12.24451,-0.4030819,-0.4020138
264.707638297705,65.1941172180194,16.36503,14.58908,13.93823,13.71304,13.59365,0.6508522,1.775948
264.707781530031,49.7744707221198,16.00798,14.74448,14.30172,14.14087,14.0932,0.4427605,1.263493
264.707796977319,57.0090188293398,16.29505,14.37267,13.69123,13.42901,13.30605,0.6814442,1.922376
264.707805360289,6.65486737691178,15.52482,14.35836,13.96564,13.79954,13.7853,0.3927231,1.166453
264.707805911037,49.7744676449171,16.00517,14.73954,14.28409,14.13782,14.10573,0.4554491,1.265624
264.707814474442,6.65484807299477,15.56572,14.36194,13.97711,13.80607,13.75557,0.3848276,1.20378
264.707821868069,57.009033190071,16.32451,14.42688,13.68441,13.43908,13.28755,0.7424784,1.897624
238.44324933865,17.9341443296111,16.65648,14.371,13.5741,13.27173,13.11346,0.7969055,2.285481
238.443276204437,33.9425670758759,16.35587,14.9392,14.51449,14.34367,14.30332,0.4247084,1.416664
16.3509205777589,47.4890045577923,15.6081,14.34555,13.8735,13.73681,13.64203,0.4720469,1.262551
309.755875661157,38.7478216469673,14.05695,12.61289,12.3016,12.25142,12.32069,0.3112841,1.444067
309.755890512959,38.7478245054679,14.06737,12.62919,12.32839,12.26468,12.34185,0.3008022,1.438175
132.706873573344,-2.85446043817572,13.88387,12.62271,12.06529,11.93698,11.92582,0.5574265,1.261156
132.706975580497,26.2538204461997,16.11452,14.8612,14.55324,14.45732,14.46015,0.3079615,1.253316
132.706976497094,26.2538030215522,16.05027,14.86489,14.5225,15.04783,14.43574,0.3423853,1.185383
132.706976511732,62.5391993365739,15.05752,13.65884,13.15962,12.97167,12.90604,0.4992161,1.398675
132.706977420154,26.2538016632417,16.05774,14.83794,14.53127,14.43126,14.44956,0.3066645,1.219804
132.949062549001,12.7926359563808,15.79362,14.69722,14.36862,15.05815,14.18643,0.3286028,1.096399
132.949211390363,25.2941406766264,14.84708,13.50843,13.03529,12.90595,12.8415,0.4731379,1.338648
132.94921795053,60.73520476572,16.29192,14.68063,14.0287,13.79124,13.65155,0.6519241,1.611288
230.808186612526,-0.279966154586366,16.28049,14.84745,14.3091,14.15065,14.08029,0.5383444,1.433048
230.808196305791,-0.279975587925186,16.24111,14.8251,14.43198,14.12852,14.06276,0.3931141,1.416015
230.808204658786,20.3725954152543,16.71573,14.9227,14.18379,13.88232,13.72973,0.7389126,1.79303
222.058956471442,16.4333092495667,14.61945,12.352,11.49162,11.18215,12.52248,0.8603735,2.267454
222.058994655482,41.3712284283575,15.26106,13.92603,13.48258,13.34031,13.32538,0.4434519,1.335028
222.059049169283,9.89793797206296,16.94117,14.93844,14.24142,14.05525,14.00836,0.6970282,2.002725
222.059085616193,38.7368812976282,16.086,14.93962,14.50839,14.43822,14.34058,0.4312239,1.146387
222.059086898673,38.7368768054357,16.07306,14.94481,14.55536,14.47077,14.3773,0.3894434,1.128255
23.555552256617,-4.40328241413622,15.74338,14.74839,14.38555,15.40413,14.26546,0.3628426,0.9949913
23.5555563697512,-4.40327992503745,15.73919,14.68941,14.38379,14.30014,14.22908,0.3056259,1.04978
23.5555579133161,56.6215233572623,17.30939,14.74798,13.58933,13.03343,12.67795,1.158655,2.561403
23.5556516937532,2.7885149766798,16.27852,14.7613,14.18189,15.48437,13.94141,0.5794125,1.517224
23.555664680265,2.78853197414639,16.26955,14.65961,14.18468,13.99927,13.9009,0.474925,1.609942
8.5939587088231,25.7998843229227,15.16186,13.9365,13.45206,13.33824,13.24873,0.484437,1.225364
8.59399611991699,25.7998973163123,15.13745,13.92767,13.51622,13.31461,13.23352,0.4114437,1.209782
8.59406535160292,30.3885989869791,16.67516,14.94724,15.33926,14.12289,13.99588,-0.3920183,1.72792
245.37877556283,53.9476334179329,15.43241,14.13159,13.67807,13.52242,13.50026,0.4535198,1.300819
245.378807811746,17.3632451740843,14.65469,12.61401,11.90063,16.08197,11.81119,0.7133846,2.040674
245.378810989284,17.3632579220659,14.61784,14.73483,14.43921,15.0971,11.80619,0.2956295,-0.1169939
245.378828595498,7.32404333788588,16.26299,14.97415,14.93313,14.93962,14.95009,0.04101753,1.288838
245.378874434503,4.34847198601809,13.78187,12.55362,12.18495,12.07352,12.07149,0.3686752,1.228252
221.689790619014,-1.7751742648141,15.98828,14.25332,13.64955,13.36116,13.18928,0.6037664,1.73496
212.683060975145,-2.9515246797408,16.13709,14.76751,14.23665,14.09063,14.00402,0.5308609,1.369585
212.68307928589,-15.8466700366558,15.18011,13.64999,13.11738,14.10136,12.85941,0.5326071,1.530116
212.683087139818,-15.8466693443536,15.01304,13.55043,13.75662,13.81551,12.85749,-0.2061968,1.46261
212.683263650462,1.36751498029501,13.91678,12.84636,12.25292,12.04645,11.93403,0.5934391,1.070427
182.689951085333,35.6856284218709,14.0916,12.3664,11.63439,11.35806,11.3337,0.7320137,1.725196
